ProductID,ProductName,Category,SubCategory,Brand,CostPrice
3087,Sofa Set,Home,Furniture,Ikea,25420.9
3088,OnePlus 13,Electronics,Mobile,OnePlus,33359.93
3089,iPhone 15,Electronics,Mobile,Apple,49610.34
3090,Wireless Headphones,Electronics,Headphones,Sony,48988.48
3091,Puma T-Shirt,Fashion,Men,Puma,39496.42
3092,Adidas Jacket,Fashion,Women,Adidas,42869.05
3093,Wireless Headphones,Electronics,Headphones,Sony,21336.12
3094,Tennis Racket,Sports,Fitness,Yonex,35890.01
3095,Kitchen Rack,Home,Kitchen,Prestige,24763.18
3096,Sony Bravia TV,Electronics,TV,Sony,30573.01
3097,Study Chair,Home,Furniture,Godrej,20455.71
3098,Men's Hoodie,Fashion,Men,Nike,49414.25
3099,Study Chair,Home,Furniture,Godrej,6183.11
3100,Sofa Set,Home,Furniture,Ikea,4427.93
3101,Galaxy S24,Electronics,Mobile,Samsung,25652.09
3102,Football,Sports,Football,Nivia,38011.95
3103,Levis Jeans,Fashion,Men,Levis,38581.34
3104,Men's Hoodie,Fashion,Men,Nike,5750.24
3105,Sony Bravia TV,Electronics,TV,Sony,25075.64
3106,iPhone 15,Electronics,Mobile,Apple,48509.73
3107,Wall Decor,Home,Decor,Home Centre,38225.8
3108,Cookware Set,Home,Kitchen,Prestige,22059.3
3109,OnePlus 13,Electronics,Mobile,OnePlus,9666.06
3110,Kids T-Shirt,Fashion,Kids,Puma,568.94
3111,Sony Bravia TV,Electronics,TV,Sony,34060.58
3112,Sofa Set,Home,Furniture,Ikea,26422.28
3113,Yoga Mat,,Fitness,Cult,23037.75
3114,Cricket Bat,Sports,Cricket,SS,38882.88
3115,Nike Running Shoes,Fashion,Men,Nike,43194.4
3116,Adidas Jacket,Fashion,Women,Adidas,46071.34
3117,Kids T-Shirt,Fashion,Kids,Puma,27962.84
3118,Wall Decor,Home,Decor,Home Centre,18990.76
3119,Tennis Racket,Sports,Fitness,Yonex,38774.95
3120,Women's Kurti,Fashion,Women,Biba,14765.88
3121,Football,Sports,Football,Nivia,44819.16
3122,LG Smart TV,Electronics,TV,LG,
3123,Dining Table,Home,Furniture,Ikea,29515.41
3124,Wireless Headphones,Electronics,Headphones,Sony,47583.94
3125,Kids Shoes,Fashion,Kids,Nike,24500.5
3126,Galaxy S24,Electronics,Mobile,Samsung,33421.83
3127,Sony Bravia TV,Electronics,TV,Sony,46700.18
3128,Dumbbell Set,Sports,Fitness,Decathlon,20195.59
3129,HP Pavilion Laptop,Electronics,Laptop,HP,-18272.47
3130,Puma T-Shirt,Fashion,Men,Puma,1273.1
3131,Galaxy S24,Electronics,Mobile,Samsung,5393.79
3132,Study Chair,Home,Furniture,Godrej,16535.19
3133,HP Pavilion Laptop,Electronics,Laptop,HP,13972.92
3134,Cricket Bat,Sports,Cricket,SS,9444.26
3135,Nike Running Shoes,Fashion,Men,Nike,13198.84
3136,Coffee Table,Home,Decor,Ikea,7667.67
3137,Women's Kurti,Fashion,Women,Biba,32306.93
3138,Adidas Jacket,Fashion,Women,Adidas,26502.61
3139,Nike Running Shoes,Fashion,Men,Nike,22151.15
3140,HP Pavilion Laptop,Electronics,Laptop,HP,10406.4
3141,Kids Shoes,Fashion,Kids,Nike,32951.26
3142,Kitchen Rack,Home,Kitchen,Prestige,31089.78
3143,Sofa Set,Home,Furniture,Ikea,32704.46
3144,Cookware Set,Home,Kitchen,Prestige,35489.56
3145,Study Chair,Home,Furniture,Godrej,11571.04
3146,Wall Decor,Home,Decor,Home Centre,45520.37
3147,Tennis Racket,Sports,Fitness,Yonex,9720.03
3148,HP Pavilion Laptop,Electronics,Laptop,HP,22811.13
3149,Sony Bravia TV,Electronics,TV,,28845.05
3150,Kids T-Shirt,Fashion,Kids,Puma,32429.83
3151,Women's Kurti,Fashion,Women,Biba,28192.22
3152,Men's Hoodie,Fashion,Men,Nike,19694.6
3153,Adidas Jacket,Fashion,Women,Adidas,32384.31
3154,Levis Jeans,Fashion,Men,Levis,10917.99
3155,Wall Decor,Home,Decor,Home Centre,29380.68
3156,LG Smart TV,Electronics,TV,LG,8268.39
3157,Dining Table,Home,Furniture,Ikea,12054.21
3158,Men's Hoodie,Fashion,Men,Nike,12231.88
3159,Tennis Racket,Sports,Fitness,Yonex,22697.52
3160,Coffee Table,Home,Decor,Ikea,41869.32
3161,Kids Shoes,Fashion,Kids,Nike,25384.85
3162,Cricket Bat,Sports,Cricket,SS,30609.74
3163,Levis Jeans,Fashion,Men,Levis,10458.82
3164,Nike Running Shoes,Fashion,Men,Nike,27320.71
3165,Cricket Bat,Sports,Cricket,SS,30879.05
3166,Men's Hoodie,Fashion,Men,Nike,26017.91
3167,Coffee Table,Home,Decor,Ikea,26583.62
3168,Nike Running Shoes,Fashion,Men,Nike,46520.3
3169,Coffee Table,Home,Decor,Ikea,49676.87
3170,Adidas Jacket,Fashion,Women,Adidas,23890.97
3171,Dining Table,Home,Furniture,Ikea,5968.95
3172,HP Pavilion Laptop,Electronics,Laptop,HP,6754.76
3173,Puma T-Shirt,Fashion,Men,Puma,8967.86
3174,iPhone 15,Electronics,Mobile,Apple,37118.52
3175,OnePlus 13,Electronics,Mobile,OnePlus,6404.37
3176,Kids Shoes,Fashion,Kids,Nike,17624.43
3177,Men's Hoodie,Fashion,Men,Nike,33149.96
3178,Dining Table,Home,Furniture,Ikea,14099.27
3179,Adidas Jacket,Fashion,Women,Adidas,3626.94
3180,Dell Inspiron Laptop,Electronics,Laptop,Dell,27462.95
3181,Galaxy S24,Electronics,Mobile,Samsung,28299.96
3182,Sony Bravia TV,Electronics,TV,Sony,17428.21
3183,Kids Shoes,Fashion,Kids,Nike,6730.6
3184,Kids T-Shirt,Fashion,Kids,Puma,49880.12
3185,iPhone 15,Electronics,Mobile,Apple,46993.52
3186,Kids Shoes,Fashion,Kids,Nike,35753.66
3187,Kitchen Rack,Home,Kitchen,Prestige,1688.79
3188,Sony Bravia TV,Electronics,TV,Sony,11869.34
3189,Sony Bravia TV,Electronics,TV,Sony,47939.2
3190,Wall Decor,Home,Decor,Home Centre,42547.61
3191,Kids T-Shirt,Fashion,Kids,Puma,19621.71
3192,OnePlus 13,Electronics,Mobile,OnePlus,42768.03
3193,Cookware Set,Home,Kitchen,Prestige,26469.75
3194,Galaxy S24,Electronics,Mobile,Samsung,26914.59
3195,Study Chair,Home,Furniture,Godrej,15950.3
3196,Sofa Set,Home,Furniture,Ikea,12255.29
3197,Wall Decor,Home,Decor,Home Centre,743.66
3198,Tennis Racket,Sports,Fitness,Yonex,16836.99
3199,Tennis Racket,Sports,Fitness,Yonex,4302.51
3200,iPhone 15,Electronics,Mobile,Apple,30569.91
3201,Dumbbell Set,Sports,Fitness,Decathlon,26278.55
3202,Women's Kurti,Fashion,Women,Biba,36618.43
3203,Tennis Racket,Sports,Fitness,Yonex,4066.11
3204,Cookware Set,Home,Kitchen,Prestige,18606.04
3205,Women's Kurti,Fashion,Women,Biba,15705.57
3206,Women's Kurti,Fashion,Women,Biba,7211.42
3207,LG Smart TV,Electronics,TV,LG,43230.94
3208,Wall Decor,Home,Decor,Home Centre,39129.4
3209,OnePlus 13,Electronics,Mobile,OnePlus,28280.37
3210,Wireless Headphones,Electronics,Headphones,Sony,34255.46
3211,Wall Decor,Home,Decor,Home Centre,43608.37
3212,Tennis Racket,Sports,Fitness,Yonex,45368.2
3213,Dell Inspiron Laptop,Electronics,Laptop,Dell,155.47
3214,HP Pavilion Laptop,Electronics,Laptop,HP,43172.79
3215,Women's Kurti,Fashion,Women,Biba,11182.83
3216,Wireless Headphones,Electronics,Headphones,Sony,48428.59
3217,Galaxy S24,Electronics,Mobile,Samsung,2673.71
3218,Levis Jeans,Fashion,Men,Levis,15966.59
3219,Kitchen Rack,Home,Kitchen,,21760.38
3220,Sofa Set,Home,Furniture,Ikea,32776.5
3221,Men's Hoodie,Fashion,Men,Nike,47184.74
3222,Adidas Jacket,Fashion,Women,Adidas,14781.49
3223,Men's Hoodie,Fashion,Men,Nike,32510.03
3224,Adidas Jacket,Fashion,Women,Adidas,30522.44
3225,Wireless Headphones,Electronics,Headphones,Sony,34272.85
3226,Nike Running Shoes,Fashion,Men,Nike,47409.0
3227,Tennis Racket,Sports,Fitness,Yonex,6994.64
3228,Sofa Set,Home,Furniture,Ikea,45617.47
3229,Cookware Set,Home,Kitchen,Prestige,935.72
3230,LG Smart TV,Electronics,TV,LG,4115.67
3231,Tennis Racket,Sports,Fitness,Yonex,45830.12
3232,Nike Running Shoes,Fashion,Men,Nike,45730.61
3233,Dining Table,Home,Furniture,Ikea,14314.43
3234,Men's Hoodie,Fashion,Men,Nike,3228.27
3235,Football,Sports,Football,Nivia,33218.67
3236,Men's Hoodie,Fashion,Men,Nike,3891.72
3237,Cookware Set,Home,Kitchen,Prestige,24412.94
3238,Dell Inspiron Laptop,Electronics,Laptop,Dell,26781.64
3239,Football,Sports,Football,Nivia,196.99
3240,Dumbbell Set,,Fitness,Decathlon,33110.43
3241,Adidas Jacket,Fashion,Women,Adidas,49485.61
3242,Women's Kurti,Fashion,Women,Biba,5592.76
3243,HP Pavilion Laptop,Electronics,Laptop,HP,1352.69
3244,OnePlus 13,Electronics,Mobile,OnePlus,5576.04
3245,Kids T-Shirt,Fashion,Kids,Puma,16123.52
3246,Kids Shoes,Fashion,Kids,Nike,
3247,LG Smart TV,Electronics,TV,LG,14578.14
3248,Women's Kurti,Fashion,Women,Biba,35549.36
3249,Dining Table,Home,Furniture,Ikea,1151.42
3250,LG Smart TV,Electronics,TV,LG,41014.0
3251,Tennis Racket,Sports,Fitness,Yonex,22629.85
3252,iPhone 15,Electronics,Mobile,Apple,15222.34
3253,Sofa Set,Home,Furniture,Ikea,46591.48
3254,Coffee Table,Home,Decor,Ikea,3054.8
3255,Wireless Headphones,Electronics,Headphones,Sony,
3256,Dumbbell Set,Sports,Fitness,Decathlon,47545.12
3257,Yoga Mat,Sports,Fitness,Cult,7719.39
3258,Yoga Mat,Sports,Fitness,Cult,9692.31
3259,Kids T-Shirt,Fashion,Kids,Puma,9761.63
3260,Cookware Set,Home,Kitchen,Prestige,21533.53
3261,Study Chair,Home,Furniture,Godrej,22788.98
3262,Kids T-Shirt,Fashion,Kids,Puma,17921.77
3263,Puma T-Shirt,Fashion,Men,Puma,37518.9
3264,Wall Decor,Home,Decor,Home Centre,32666.42
3265,Kids Shoes,Fashion,Kids,Nike,14091.71
3266,Sony Bravia TV,Electronics,TV,Sony,34531.41
3267,Dining Table,Home,Furniture,Ikea,11769.36
3268,Men's Hoodie,Fashion,Men,Nike,24481.9
3269,Dell Inspiron Laptop,Electronics,Laptop,Dell,33469.08
3270,Dining Table,Home,Furniture,Ikea,11657.53
3271,Study Chair,Home,Furniture,Godrej,7494.11
3272,Kids T-Shirt,Fashion,Kids,Puma,4081.07
3273,Men's Hoodie,Fashion,Men,Nike,1177.53
3274,Sony Bravia TV,Electronics,TV,Sony,27393.78
3275,Kitchen Rack,Home,Kitchen,Prestige,2786.19
3276,Wall Decor,Home,Decor,Home Centre,24410.24
3277,Levis Jeans,Fashion,Men,Levis,43469.99
3278,Galaxy S24,Electronics,Mobile,Samsung,19908.19
3279,Study Chair,Home,Furniture,Godrej,31736.88
3280,Cricket Bat,Sports,Cricket,SS,10079.15
3281,Dumbbell Set,Sports,Fitness,Decathlon,24497.79
3282,Yoga Mat,Sports,Fitness,Cult,47907.01
3283,Coffee Table,Home,Decor,Ikea,19747.84
3284,Sony Bravia TV,Electronics,TV,Sony,36972.94
3285,Dell Inspiron Laptop,Electronics,Laptop,Dell,18300.88
3286,iPhone 15,Electronics,Mobile,Apple,25530.92
3287,Wireless Headphones,Electronics,Headphones,Sony,11067.14
3288,Levis Jeans,Fashion,Men,Levis,45955.95
3289,Kitchen Rack,Home,Kitchen,Prestige,34482.65
3290,Tennis Racket,Sports,Fitness,Yonex,3111.25
3291,iPhone 15,Electronics,Mobile,Apple,8134.49
3292,Yoga Mat,Sports,Fitness,Cult,46553.59
3293,Yoga Mat,Sports,Fitness,Cult,32298.04
3294,Men's Hoodie,Fashion,Men,Nike,30944.8
3295,Men's Hoodie,Fashion,Men,Nike,17699.73
3296,Yoga Mat,Sports,Fitness,Cult,10927.54
3297,HP Pavilion Laptop,Electronics,Laptop,HP,21833.21
3298,Wireless Headphones,Electronics,Headphones,Sony,19446.35
3299,Dell Inspiron Laptop,Electronics,Laptop,Dell,42586.39
3300,Coffee Table,Home,Decor,Ikea,44299.02
3301,Football,Sports,Football,Nivia,49168.92
3302,Cricket Bat,Sports,Cricket,SS,9276.19
3303,Sony Bravia TV,Electronics,TV,Sony,22735.38
3304,Study Chair,Home,Furniture,Godrej,9520.08
3305,Nike Running Shoes,Fashion,Men,Nike,30318.67
3306,Women's Kurti,Fashion,Women,Biba,12066.38
3307,Nike Running Shoes,Fashion,Men,Nike,5475.74
3308,Sony Bravia TV,Electronics,TV,Sony,23497.26
3309,Dining Table,Home,Furniture,Ikea,11357.42
3310,Dining Table,Home,Furniture,Ikea,25314.71
3311,Kids Shoes,Fashion,Kids,Nike,35159.44
3312,Wall Decor,Home,Decor,Home Centre,18627.26
3313,iPhone 15,Electronics,Mobile,Apple,41028.03
3314,Nike Running Shoes,Fashion,Men,Nike,8167.38
3315,OnePlus 13,Electronics,Mobile,OnePlus,30808.81
3316,Sony Bravia TV,Electronics,TV,Sony,8089.02
3317,Sony Bravia TV,Electronics,TV,Sony,12457.54
3318,LG Smart TV,Electronics,TV,LG,11767.07
3319,Nike Running Shoes,Fashion,Men,Nike,22137.58
3320,Cookware Set,Home,Kitchen,Prestige,9008.3
3321,Women's Kurti,Fashion,Women,Biba,12918.26
3322,Puma T-Shirt,Fashion,Men,Puma,21895.42
3323,Yoga Mat,Sports,Fitness,Cult,9418.72
3324,Men's Hoodie,Fashion,Men,Nike,360.23
3325,LG Smart TV,Electronics,TV,LG,25067.45
3326,Kitchen Rack,Home,Kitchen,Prestige,21088.02
3327,Nike Running Shoes,Fashion,Men,Nike,15386.0
3328,LG Smart TV,Electronics,TV,LG,3527.62
3329,Sofa Set,Home,Furniture,Ikea,27384.25
3330,Tennis Racket,Sports,Fitness,Yonex,14910.44
3331,Tennis Racket,Sports,Fitness,Yonex,48154.71
3332,LG Smart TV,Electronics,TV,LG,20549.01
3333,iPhone 15,Electronics,Mobile,Apple,22577.32
3334,Coffee Table,Home,Decor,Ikea,30444.75
3335,Sofa Set,Home,Furniture,Ikea,17171.21
3336,Men's Hoodie,Fashion,Men,Nike,3018.44
3337,Football,Sports,Football,Nivia,41564.76
3338,Women's Kurti,Fashion,Women,Biba,32435.73
3339,Adidas Jacket,Fashion,Women,Adidas,27515.28
3340,Coffee Table,Home,Decor,Ikea,40709.93
3341,Kids T-Shirt,Fashion,Kids,Puma,
3342,Cookware Set,Home,Kitchen,Prestige,49069.12
3343,Sofa Set,Home,Furniture,Ikea,1841.64
3344,Wall Decor,Home,Decor,Home Centre,11120.09
3345,Men's Hoodie,Fashion,Men,Nike,5773.43
3346,Wall Decor,Home,Decor,Home Centre,17570.77
3347,Kids Shoes,Fashion,Kids,Nike,8131.65
3348,Galaxy S24,Electronics,Mobile,Samsung,43323.77
3349,Sony Bravia TV,Electronics,TV,Sony,49487.63
3350,Nike Running Shoes,Fashion,Men,Nike,25521.51
3351,Kids T-Shirt,Fashion,Kids,Puma,1050.21
3352,Galaxy S24,Electronics,Mobile,Samsung,3847.56
3353,Galaxy S24,Electronics,Mobile,Samsung,28433.08
3354,Wall Decor,Home,Decor,Home Centre,36099.04
3355,Cricket Bat,Sports,Cricket,SS,46584.5
3356,OnePlus 13,Electronics,Mobile,OnePlus,13973.18
3357,Yoga Mat,Sports,Fitness,Cult,14463.71
3358,Dumbbell Set,Sports,Fitness,Decathlon,32113.71
3359,Dining Table,Home,Furniture,Ikea,3194.69
3360,Adidas Jacket,Fashion,Women,Adidas,4438.26
3361,Men's Hoodie,Fashion,Men,Nike,13546.24
3362,Cricket Bat,Sports,Cricket,SS,4103.95
3363,Study Chair,Home,Furniture,Godrej,18080.23
3364,Cricket Bat,Sports,Cricket,SS,35469.12
3365,Tennis Racket,Sports,Fitness,Yonex,4671.49
3366,OnePlus 13,Electronics,Mobile,OnePlus,6532.38
3367,Cookware Set,Home,Kitchen,Prestige,48953.26
3368,Galaxy S24,Electronics,Mobile,Samsung,45352.4
3369,Adidas Jacket,Fashion,Women,Adidas,32952.27
3370,Kitchen Rack,Home,Kitchen,Prestige,15225.5
3371,Kids Shoes,Fashion,Kids,Nike,1348.6
3372,Dining Table,Home,Furniture,Ikea,23967.88
3373,Cricket Bat,Sports,Cricket,SS,22961.75
3374,Kids Shoes,Fashion,Kids,Nike,
3375,Coffee Table,Home,Decor,Ikea,13187.04
3376,LG Smart TV,Electronics,TV,LG,17583.27
3377,LG Smart TV,Electronics,TV,LG,29413.6
3378,LG Smart TV,Electronics,TV,LG,7752.74
3379,Galaxy S24,Electronics,Mobile,Samsung,22264.78
3380,OnePlus 13,Electronics,Mobile,OnePlus,13686.13
3381,Sofa Set,Home,Furniture,Ikea,42795.47
3382,Men's Hoodie,Fashion,Men,Nike,21958.57
3383,Wall Decor,Home,Decor,Home Centre,31162.65
3384,iPhone 15,Electronics,Mobile,Apple,16858.39
3385,Dumbbell Set,Sports,Fitness,Decathlon,5586.89
3386,Dining Table,Home,Furniture,Ikea,952.74
3387,Dining Table,Home,Furniture,Ikea,12870.12
3388,Levis Jeans,Fashion,Men,Levis,41668.39
3389,Puma T-Shirt,Fashion,Men,Puma,35027.83
3390,Cookware Set,Home,Kitchen,Prestige,23672.33
3391,Wall Decor,Home,Decor,Home Centre,49327.37
3392,Coffee Table,Home,Decor,Ikea,14694.49
3393,Kitchen Rack,Home,Kitchen,Prestige,22224.62
3394,Sony Bravia TV,Electronics,TV,Sony,32826.54
3395,Levis Jeans,Fashion,Men,Levis,4619.39
3396,Nike Running Shoes,Fashion,Men,Nike,10495.93
3397,Coffee Table,Home,Decor,Ikea,30980.37
3398,OnePlus 13,Electronics,Mobile,OnePlus,37600.34
3399,Kids T-Shirt,Fashion,Kids,Puma,44940.33
3400,Study Chair,Home,Furniture,Godrej,24213.45
3401,Football,Sports,Football,Nivia,37775.97
3402,Galaxy S24,Electronics,Mobile,Samsung,26363.6
3403,Dining Table,Home,Furniture,Ikea,7547.84
3404,Women's Kurti,Fashion,Women,Biba,40823.96
3405,Yoga Mat,Sports,Fitness,Cult,32885.52
3406,Men's Hoodie,Fashion,Men,Nike,9554.25
3407,Kids Shoes,Fashion,Kids,Nike,21904.54
3408,Cricket Bat,Sports,Cricket,SS,8328.05
3409,iPhone 15,Electronics,Mobile,Apple,17879.71
3410,iPhone 15,Electronics,Mobile,Apple,49585.33
3411,Tennis Racket,Sports,Fitness,Yonex,16329.67
3412,Wall Decor,Home,Decor,Home Centre,49093.13
3413,Sony Bravia TV,Electronics,TV,Sony,30207.57
3414,iPhone 15,Electronics,Mobile,Apple,31684.39
3415,Kids T-Shirt,Fashion,Kids,Puma,31674.92
3416,Cricket Bat,Sports,Cricket,SS,16098.72
3417,Yoga Mat,Sports,Fitness,Cult,48896.76
3418,Sofa Set,Home,Furniture,Ikea,34647.79
3419,Kids T-Shirt,Fashion,Kids,Puma,42918.24
3420,Wireless Headphones,Electronics,Headphones,Sony,32888.27
3421,HP Pavilion Laptop,Electronics,Laptop,HP,37577.59
3422,Cookware Set,Home,Kitchen,Prestige,8279.88
3423,Kitchen Rack,Home,Kitchen,Prestige,16346.48
3424,Study Chair,Home,Furniture,Godrej,45065.03
3425,OnePlus 13,Electronics,Mobile,OnePlus,15339.5
3426,Dumbbell Set,Sports,Fitness,Decathlon,45138.37
3427,Yoga Mat,Sports,Fitness,Cult,6325.78
3428,HP Pavilion Laptop,Electronics,Laptop,HP,
3429,Sofa Set,Home,Furniture,Ikea,4736.79
3430,Dell Inspiron Laptop,Electronics,Laptop,Dell,18153.88
3431,Levis Jeans,Fashion,Men,Levis,33040.15
3432,Football,Sports,Football,Nivia,48056.56
3433,OnePlus 13,Electronics,Mobile,OnePlus,29927.07
3434,Sony Bravia TV,Electronics,TV,Sony,28928.97
3435,Dell Inspiron Laptop,Electronics,Laptop,Dell,
3436,Puma T-Shirt,Fashion,Men,Puma,13304.37
3437,Yoga Mat,Sports,Fitness,Cult,49821.56
3438,Dell Inspiron Laptop,Electronics,Laptop,Dell,25741.09
3439,Coffee Table,Home,Decor,Ikea,20560.3
3440,Tennis Racket,Sports,Fitness,Yonex,6901.83
3441,Nike Running Shoes,Fashion,Men,Nike,11913.34
3442,Cookware Set,Home,Kitchen,Prestige,2589.26
3443,Kitchen Rack,Home,Kitchen,Prestige,1597.35
3444,Study Chair,Home,Furniture,Godrej,48415.8
3445,Dell Inspiron Laptop,Electronics,Laptop,Dell,49241.18
3446,iPhone 15,Electronics,Mobile,Apple,27984.99
3447,Sony Bravia TV,Electronics,TV,Sony,18764.89
3448,Men's Hoodie,Fashion,Men,Nike,46886.9
3449,HP Pavilion Laptop,Electronics,Laptop,HP,29818.13
3450,Football,Sports,Football,Nivia,7621.04
3451,Wireless Headphones,Electronics,Headphones,Sony,25074.78
3452,Nike Running Shoes,Fashion,Men,Nike,22096.04
3453,iPhone 15,Electronics,Mobile,Apple,10152.75
3454,Levis Jeans,Fashion,Men,Levis,28402.69
3455,Football,Sports,Football,Nivia,36990.87
3456,Sony Bravia TV,Electronics,TV,Sony,15202.41
3457,Yoga Mat,Sports,Fitness,Cult,9746.31
3458,Yoga Mat,Sports,Fitness,Cult,14907.56
3459,Kids T-Shirt,Fashion,Kids,Puma,19380.57
3460,Galaxy S24,Electronics,Mobile,Samsung,18782.03
3461,Men's Hoodie,Fashion,Men,Nike,35492.03
3462,Kitchen Rack,Home,Kitchen,Prestige,40133.01
3463,Galaxy S24,Electronics,Mobile,Samsung,48594.2
3464,Wall Decor,Home,Decor,Home Centre,13663.85
3465,Sofa Set,Home,Furniture,Ikea,34952.0
3466,Sony Bravia TV,Electronics,TV,Sony,45403.61
3467,Wireless Headphones,Electronics,Headphones,Sony,12831.13
3468,Sofa Set,Home,Furniture,Ikea,40278.72
3469,Nike Running Shoes,Fashion,Men,Nike,32042.94
3470,Study Chair,Home,Furniture,Godrej,12165.91
3471,Nike Running Shoes,Fashion,Men,Nike,11387.24
3472,Sofa Set,Home,Furniture,Ikea,47013.58
3473,Kitchen Rack,Home,Kitchen,Prestige,41242.76
3474,Cookware Set,Home,Kitchen,Prestige,4988.84
3475,Cricket Bat,Sports,Cricket,SS,15657.27
3476,Coffee Table,Home,Decor,Ikea,9093.28
3477,iPhone 15,Electronics,Mobile,Apple,23007.0
3478,Dining Table,Home,Furniture,Ikea,6285.4
3479,Puma T-Shirt,Fashion,Men,Puma,2823.85
3480,Galaxy S24,Electronics,Mobile,Samsung,7144.62
3481,Dumbbell Set,Sports,Fitness,Decathlon,22256.66
3482,Women's Kurti,Fashion,Women,Biba,2516.07
3483,Sofa Set,Home,Furniture,Ikea,1133.45
3484,Women's Kurti,Fashion,Women,,1134.91
3485,Adidas Jacket,Fashion,Women,Adidas,44293.17
3486,Dell Inspiron Laptop,Electronics,Laptop,Dell,40106.52
3487,Women's Kurti,Fashion,Women,Biba,33141.75
3488,LG Smart TV,Electronics,TV,LG,33805.9
3489,OnePlus 13,Electronics,Mobile,OnePlus,-35347.26
3490,Tennis Racket,Sports,Fitness,Yonex,39787.47
3491,Levis Jeans,Fashion,Men,Levis,44581.59
3492,Men's Hoodie,Fashion,Men,Nike,4357.48
3493,Dining Table,Home,Furniture,Ikea,2556.52
3494,Puma T-Shirt,Fashion,Men,Puma,17085.61
3495,Cricket Bat,Sports,Cricket,SS,10582.4
3496,Women's Kurti,Fashion,Women,Biba,1141.79
3497,Study Chair,Home,Furniture,Godrej,33395.81
3498,iPhone 15,Electronics,Mobile,Apple,34597.42
3499,Tennis Racket,Sports,Fitness,Yonex,12023.27
3500,HP Pavilion Laptop,Electronics,Laptop,HP,5496.84
3501,Kids Shoes,Fashion,Kids,Nike,25196.05
3502,Dell Inspiron Laptop,Electronics,Laptop,Dell,14278.47
3503,Men's Hoodie,Fashion,Men,Nike,2349.22
3504,Men's Hoodie,Fashion,Men,Nike,25905.37
3505,Adidas Jacket,Fashion,Women,Adidas,23604.12
3506,LG Smart TV,Electronics,TV,LG,
3507,Sofa Set,Home,Furniture,Ikea,42943.18
3508,Cookware Set,Home,Kitchen,Prestige,-4813.85
3509,Puma T-Shirt,Fashion,Men,Puma,42967.76
3510,Kids T-Shirt,Fashion,Kids,Puma,10115.2
3511,Dumbbell Set,Sports,Fitness,Decathlon,39907.01
3512,Sofa Set,Home,Furniture,Ikea,22733.96
3513,Women's Kurti,Fashion,Women,Biba,5161.0
3514,Puma T-Shirt,Fashion,Men,Puma,46018.98
3515,Tennis Racket,Sports,Fitness,Yonex,42086.76
3516,Sofa Set,Home,Furniture,Ikea,7917.77
3517,Sony Bravia TV,Electronics,TV,Sony,47175.7
3518,Women's Kurti,Fashion,Women,Biba,
3519,Dining Table,Home,Furniture,Ikea,17849.92
3520,LG Smart TV,Electronics,TV,LG,46957.95
3521,Sofa Set,Home,Furniture,Ikea,36058.01
3522,Kids Shoes,Fashion,Kids,Nike,29759.03
3523,Dumbbell Set,Sports,Fitness,Decathlon,11002.18
3524,Wireless Headphones,Electronics,Headphones,Sony,19636.6
3525,Dining Table,Home,Furniture,Ikea,32176.69
3526,Coffee Table,Home,Decor,Ikea,30764.54
3527,HP Pavilion Laptop,Electronics,Laptop,HP,24057.39
3528,Sofa Set,,Furniture,Ikea,4225.06
3529,Football,Sports,Football,Nivia,28979.55
3530,Levis Jeans,Fashion,Men,Levis,8498.39
3531,iPhone 15,Electronics,Mobile,Apple,41155.22
3532,Galaxy S24,Electronics,Mobile,Samsung,18930.43
3533,Nike Running Shoes,Fashion,Men,Nike,3598.77
3534,Cricket Bat,Sports,Cricket,SS,13653.37
3535,Nike Running Shoes,Fashion,Men,Nike,46218.64
3536,Kitchen Rack,Home,Kitchen,Prestige,25257.52
3537,Men's Hoodie,Fashion,Men,Nike,743.15
3538,Cricket Bat,Sports,Cricket,SS,41631.98
3539,Dining Table,Home,Furniture,Ikea,29791.88
3540,Kids Shoes,Fashion,Kids,Nike,28943.47
3541,Cricket Bat,Sports,Cricket,SS,17309.75
3542,HP Pavilion Laptop,Electronics,Laptop,HP,24263.16
3543,LG Smart TV,Electronics,TV,LG,35805.19
3544,Levis Jeans,Fashion,Men,Levis,39987.58
3545,LG Smart TV,Electronics,TV,LG,13006.09
3546,Coffee Table,Home,Decor,Ikea,16435.78
3547,Tennis Racket,Sports,Fitness,Yonex,21235.58
3548,Tennis Racket,Sports,Fitness,Yonex,7719.2
3549,Nike Running Shoes,Fashion,Men,Nike,10279.3
3550,Dell Inspiron Laptop,Electronics,Laptop,Dell,27532.3
3551,Study Chair,Home,Furniture,Godrej,42241.06
3552,HP Pavilion Laptop,Electronics,Laptop,HP,26742.87
3553,HP Pavilion Laptop,Electronics,Laptop,HP,4741.24
3554,Kids T-Shirt,Fashion,Kids,Puma,30931.0
3555,Wireless Headphones,Electronics,Headphones,Sony,49989.56
3556,Men's Hoodie,Fashion,Men,Nike,48409.9
3557,OnePlus 13,Electronics,Mobile,OnePlus,48253.7
3558,Nike Running Shoes,Fashion,Men,Nike,8896.29
3559,Dining Table,Home,Furniture,Ikea,29390.41
3560,Dining Table,Home,Furniture,Ikea,5009.09
3561,Adidas Jacket,Fashion,Women,Adidas,49831.43
3562,Sofa Set,Home,Furniture,Ikea,25127.44
3563,Nike Running Shoes,Fashion,Men,Nike,2834.34
3564,Adidas Jacket,Fashion,Women,Adidas,8807.43
3565,LG Smart TV,Electronics,TV,LG,21498.36
